Code,Coding_term,Indicator_code,Indicator_specific,Indicator_1,Indicator_2,Domain,code_original,Severity,cut_off,scale,Reference_std,individual,system,SNOMED_CT_ID,SNOMED_CT_Des_ID,icd11
F681,"Intentional production or feigning of symptoms or disabilities, either physical or psychological [factitious disorder]",mMHP16,Personality disorder,Personality disorders,Personality disorders,mMHPs,F681,diagnostic,"","","",2,ICD-10,,,6D50
F681,"Intentional production or feigning of symptoms or disabilities, either physical or psychological [factitious disorder]",mMHP16,Personality disorder,Personality disorders,Personality disorders,mMHPs,F681,diagnostic,"","","",2,ICD-10,,,6D51
F61,Mixed and other personality disorders,mMHP16,Personality disorder,Personality disorders,Personality disorders,mMHPs,F61,diagnostic,"","","",2,ICD-10,,,6D10.Z
F070,Organic personality disorder,mMHP16,Personality disorder,Personality disorders,Personality disorders,mMHPs,F070,diagnostic,"","","",2,ICD-10,,,6E6Z
F628,Other enduring personality changes,mMHP16,Personality disorder,Personality disorders,Personality disorders,mMHPs,F628,diagnostic,"","","",2,ICD-10,,,6D10.Z
F638,Other habit and impulse disorders,mMHP16,Personality disorder,Personality disorders,Personality disorders,mMHPs,F638,diagnostic,"","","",2,ICD-10,,,6C73
F638,Other habit and impulse disorders,mMHP16,Personality disorder,Personality disorders,Personality disorders,mMHPs,F638,diagnostic,"","","",2,ICD-10,,,6B25.Z
F638,Other habit and impulse disorders,mMHP16,Personality disorder,Personality disorders,Personality disorders,mMHPs,F638,diagnostic,"","","",2,ICD-10,,,6C51.Z
F638,Other habit and impulse disorders,mMHP16,Personality disorder,Personality disorders,Personality disorders,mMHPs,F638,diagnostic,"","","",2,ICD-10,,,6B24.Z
F638,Other habit and impulse disorders,mMHP16,Personality disorder,Personality disorders,Personality disorders,mMHPs,F638,diagnostic,"","","",2,ICD-10,,,6C51.0
F638,Other habit and impulse disorders,mMHP16,Personality disorder,Personality disorders,Personality disorders,mMHPs,F638,diagnostic,"","","",2,ICD-10,,,6C5Z
F638,Other habit and impulse disorders,mMHP16,Personality disorder,Personality disorders,Personality disorders,mMHPs,F638,diagnostic,"","","",2,ICD-10,,,6C51.1
F078,"Other organic personality and behavioural disorders due to brain disease, damage and dysfunction",mMHP16,Personality disorder,Personality disorders,Personality disorders,mMHPs,F078,diagnostic,"","","",2,ICD-10,,,6E6Z
F608,Other specific personality disorders,mMHP16,Personality disorder,Personality disorders,Personality disorders,mMHPs,F608,diagnostic,"","","",2,ICD-10,,,6D10.Z
F608,Other specific personality disorders,mMHP16,Personality disorder,Personality disorders,Personality disorders,mMHPs,F608,diagnostic,"","","",2,ICD-10,,,6D11.3
F608,Other specific personality disorders,mMHP16,Personality disorder,Personality disorders,Personality disorders,mMHPs,F608,diagnostic,"","","",2,ICD-10,,,6D11.1
F608,Other specific personality disorders,mMHP16,Personality disorder,Personality disorders,Personality disorders,mMHPs,F608,diagnostic,"","","",2,ICD-10,,,6D11.0
F688,Other specified disorders of adult personality and behaviour,mMHP16,Personality disorder,Personality disorders,Personality disorders,mMHPs,F688,diagnostic,"","","",2,ICD-10,,,6D5Z
F600,Paranoid personality disorder,mMHP16,Personality disorder,Personality disorders,Personality disorders,mMHPs,F600,diagnostic,"","","",2,ICD-10,,,6D10.Z
F631,Pathological fire-setting [pyromania],mMHP16,Personality disorder,Personality disorders,Personality disorders,mMHPs,F631,diagnostic,"","","",2,ICD-10,,,6C70
F630,Pathological gambling,mMHP16,Personality disorder,Personality disorders,Personality disorders,mMHPs,F630,diagnostic,"","","",2,ICD-10,,,6C50.Z
F632,Pathological stealing [kleptomania],mMHP16,Personality disorder,Personality disorders,Personality disorders,mMHPs,F632,diagnostic,"","","",2,ICD-10,,,6C71
F609,"Personality disorder, unspecified",mMHP16,Personality disorder,Personality disorders,Personality disorders,mMHPs,F609,diagnostic,"","","",2,ICD-10,,,6D10.Z
F072,Postconcussional syndrome,mMHP16,Personality disorder,Personality disorders,Personality disorders,mMHPs,F072,diagnostic,"","","",2,ICD-10,,,6D71
F071,Postencephalitic syndrome,mMHP16,Personality disorder,Personality disorders,Personality disorders,mMHPs,F071,diagnostic,"","","",2,ICD-10,,,6E6Z
F601,Schizoid personality disorder,mMHP16,Personality disorder,Personality disorders,Personality disorders,mMHPs,F601,diagnostic,"","","",2,ICD-10,,,6D10.Z
F933,Sibling rivalry disorder,mMHP16,Personality disorder,Personality disorders,Personality disorders,mMHPs,F933,diagnostic,"","","",2,ICD-10,,,6C9Z
F60,Specific personality disorders,mMHP16,Personality disorder,Personality disorders,Personality disorders,mMHPs,F60,diagnostic,"","","",2,ICD-10,,,6D10.Z
F69,Unspecified disorder of adult personality and behaviour,mMHP16,Personality disorder,Personality disorders,Personality disorders,mMHPs,F69,diagnostic,"","","",2,ICD-10,,,6D10.Z
F079,"Unspecified organic personality and behavioural disorder due to brain disease, damage and dysfunction",mMHP16,Personality disorder,Personality disorders,Personality disorders,mMHPs,F079,diagnostic,"","","",2,ICD-10,,,6E6Z
F239,"Acute and transient psychotic disorder, unspecified",mMHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,mMHPs,F239,diagnostic,"","","",2,ICD-10,,,6A23.Z
F23,Acute and transient psychotic disorders,mMHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,mMHPs,F23,diagnostic,"","","",2,ICD-10,,,6A23.Z
F231,Acute polymorphic psychotic disorder with symptoms of schizophrenia,mMHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,mMHPs,F231,diagnostic,"","","",2,ICD-10,,,6A23.Z
F230,Acute polymorphic psychotic disorder without symptoms of schizophrenia,mMHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,mMHPs,F230,diagnostic,"","","",2,ICD-10,,,6A23.Z
F232,Acute schizophrenia-like psychotic disorder,mMHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,mMHPs,F232,diagnostic,"","","",2,ICD-10,,,6A23.Z
F202,Catatonic schizophrenia,mMHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,mMHPs,F202,diagnostic,"","","",2,ICD-10,,,6A20.Z
F050,"Delirium not superimposed on dementia, so described",mMHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,mMHPs,F050,diagnostic,"","","",2,ICD-10,,,6D70.Z
F051,Delirium superimposed on dementia,mMHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,mMHPs,F051,diagnostic,"","","",2,ICD-10,,,6D70.Z
F05,"Delirium, not induced by alcohol and other psychoactive substances",mMHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,mMHPs,F05,diagnostic,"","","",2,ICD-10,,,6D70.Z
F059,"Delirium, unspecified",mMHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,mMHPs,F059,diagnostic,"","","",2,ICD-10,,,6D70.3
F220,Delusional disorder,mMHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,mMHPs,F220,diagnostic,"","","",2,ICD-10,,,6A24.Z
F201,Hebephrenic schizophrenia,mMHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,mMHPs,F201,diagnostic,"","","",2,ICD-10,,,6A20.Z
F300,Hypomania,mMHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,mMHPs,F300,diagnostic,"","","",2,ICD-10,,,MB22.Z
F300,Hypomania,mMHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,mMHPs,F300,diagnostic,"","","",2,ICD-10,,,MB24.Z
F24,Induced delusional disorder,mMHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,mMHPs,F24,diagnostic,"","","",2,ICD-10,,,6A24.Z
F302,Mania with psychotic symptoms,mMHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,mMHPs,F302,diagnostic,"","","",2,ICD-10,,,6A60.1
F301,Mania without psychotic symptoms,mMHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,mMHPs,F301,diagnostic,"","","",2,ICD-10,,,6A60.0
F30,Manic episode,mMHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,mMHPs,F30,diagnostic,"","","",2,ICD-10,,,6A8Z
F309,"Manic episode, unspecified",mMHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,mMHPs,F309,diagnostic,"","","",2,ICD-10,,,6A8Z
F04,"Organic amnesic syndrome, not induced by alcohol and other psychoactive substances",mMHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,mMHPs,F04,diagnostic,"","","",2,ICD-10,,,6D72.0
F061,Organic catatonic disorder,mMHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,mMHPs,F061,diagnostic,"","","",2,ICD-10,,,6A4Z
F062,Organic delusional [schizophrenia-like] disorder,mMHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,mMHPs,F062,diagnostic,"","","",2,ICD-10,,,6E6Z
F065,Organic dissociative disorder,mMHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,mMHPs,F065,diagnostic,"","","",2,ICD-10,,,6E65
F066,Organic emotionally labile [asthenic] disorder,mMHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,mMHPs,F066,diagnostic,"","","",2,ICD-10,,,6E68
F066,Organic emotionally labile [asthenic] disorder,mMHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,mMHPs,F066,diagnostic,"","","",2,ICD-10,,,6E6Z
F060,Organic hallucinosis,mMHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,mMHPs,F060,diagnostic,"","","",2,ICD-10,,,6E61.0
F238,Other acute and transient psychotic disorders,mMHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,mMHPs,F238,diagnostic,"","","",2,ICD-10,,,6A23.Z
F233,Other acute predominantly delusional psychotic disorders,mMHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,mMHPs,F233,diagnostic,"","","",2,ICD-10,,,6A23.Z
F058,Other delirium,mMHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,mMHPs,F058,diagnostic,"","","",2,ICD-10,,,6D70.0
F058,Other delirium,mMHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,mMHPs,F058,diagnostic,"","","",2,ICD-10,,,6D70.2
F308,Other manic episodes,mMHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,mMHPs,F308,diagnostic,"","","",2,ICD-10,,,6A8Z
F28,Other nonorganic psychotic disorders,mMHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,mMHPs,F28,diagnostic,"","","",2,ICD-10,,,6A2Z
F228,Other persistent delusional disorders,mMHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,mMHPs,F228,diagnostic,"","","",2,ICD-10,,,6A24.Z
F258,Other schizoaffective disorders,mMHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,mMHPs,F258,diagnostic,"","","",2,ICD-10,,,6A21.Z
F208,Other schizophrenia,mMHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,mMHPs,F208,diagnostic,"","","",2,ICD-10,,,6A20.Z
F200,Paranoid schizophrenia,mMHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,mMHPs,F200,diagnostic,"","","",2,ICD-10,,,6A20.Z
F229,"Persistent delusional disorder, unspecified",mMHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,mMHPs,F229,diagnostic,"","","",2,ICD-10,,,6A24.Z
F22,Persistent delusional disorders,mMHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,mMHPs,F22,diagnostic,"","","",2,ICD-10,,,6A24.Z
F204,Post-schizophrenic depression,mMHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,mMHPs,F204,diagnostic,"","","",2,ICD-10,,,6A20.Z
F204,Post-schizophrenic depression,mMHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,mMHPs,F204,diagnostic,"","","",2,ICD-10,,,6A25.2
F205,Residual schizophrenia,mMHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,mMHPs,F205,diagnostic,"","","",2,ICD-10,,,6A20.Z
F251,"Schizoaffective disorder, depressive type",mMHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,mMHPs,F251,diagnostic,"","","",2,ICD-10,,,6A21.Z
F250,"Schizoaffective disorder, manic type",mMHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,mMHPs,F250,diagnostic,"","","",2,ICD-10,,,6A21.Z
F252,"Schizoaffective disorder, mixed type",mMHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,mMHPs,F252,diagnostic,"","","",2,ICD-10,,,6A21.Z
F259,"Schizoaffective disorder, unspecified",mMHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,mMHPs,F259,diagnostic,"","","",2,ICD-10,,,6A21.Z
F25,Schizoaffective disorders,mMHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,mMHPs,F25,diagnostic,"","","",2,ICD-10,,,6A21.Z
F20,Schizophrenia,mMHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,mMHPs,F20,diagnostic,"","","",2,ICD-10,,,6A20.Z
F209,"Schizophrenia, unspecified",mMHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,mMHPs,F209,diagnostic,"","","",2,ICD-10,,,6A20.Z
F21,Schizotypal disorder,mMHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,mMHPs,F21,diagnostic,"","","",2,ICD-10,,,6A22
F206,Simple schizophrenia,mMHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,mMHPs,F206,diagnostic,"","","",2,ICD-10,,,6A20.Z
F203,Undifferentiated schizophrenia,mMHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,mMHPs,F203,diagnostic,"","","",2,ICD-10,,,6A20.Z
F29,Unspecified nonorganic psychosis,mMHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,mMHPs,F29,diagnostic,"","","",2,ICD-10,,,6A2Z
F31,Bipolar affective disorder,mMHP15,Bipolar,Bipolar disorders,Psychosis,mMHPs,F31,"","","","",2,ICD-10,,,6A60.Z
F31,Bipolar affective disorder,mMHP15,Bipolar,Bipolar disorders,Psychosis,mMHPs,F31,"","","","",2,ICD-10,,,6A61.Z
F310,"Bipolar affective disorder, current episode hypomanic",mMHP15,Bipolar,Bipolar disorders,Psychosis,mMHPs,F310,"","","","",2,ICD-10,,,6A60.2
F312,"Bipolar affective disorder, current episode manic with psychotic symptoms",mMHP15,Bipolar,Bipolar disorders,Psychosis,mMHPs,F312,"","","","",2,ICD-10,,,6A60.1
F311,"Bipolar affective disorder, current episode manic without psychotic symptoms",mMHP15,Bipolar,Bipolar disorders,Psychosis,mMHPs,F311,"","","","",2,ICD-10,,,6A60.0
F313,"Bipolar affective disorder, current episode mild or moderate depression",mMHP15,Bipolar,Bipolar disorders,Psychosis,mMHPs,F313,"","","","",2,ICD-10,,,6A60.3
F316,"Bipolar affective disorder, current episode mixed",mMHP15,Bipolar,Bipolar disorders,Psychosis,mMHPs,F316,"","","","",2,ICD-10,,,6A60.9
F315,"Bipolar affective disorder, current episode severe depression with psychotic symptoms",mMHP15,Bipolar,Bipolar disorders,Psychosis,mMHPs,F315,"","","","",2,ICD-10,,,6A60.7
F314,"Bipolar affective disorder, current episode severe depression without psychotic symptoms",mMHP15,Bipolar,Bipolar disorders,Psychosis,mMHPs,F314,"","","","",2,ICD-10,,,6A60.6
F317,"Bipolar affective disorder, currently in remission",mMHP15,Bipolar,Bipolar disorders,Psychosis,mMHPs,F317,"","","","",2,ICD-10,,,6A60.F
F319,"Bipolar affective disorder, unspecified",mMHP15,Bipolar,Bipolar disorders,Psychosis,mMHPs,F319,"","","","",2,ICD-10,,,6A6Z
F318,Other bipolar affective disorders,mMHP15,Bipolar,Bipolar disorders,Psychosis,mMHPs,F318,"","","","",2,ICD-10,,,6A6Z
25033,Child/parent violence,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,13W4000,"","","",1,3,read,161064007,251128014,
25033,Child/parent violence,mIPV3,Parental domestic violence NOS,Suspected mIPV NOS,Suspected mIPV (susp. mIPV),mIPV,13W4000,"","","",2,2,read,161064007,251128014,
10330,Alcoholic spouse,MSM4,Family substance misuse,Family substance misuse (i.e. unspecified family member),Substance misuse,MSM,13L3.11,Moderate,"","","",2,read,266969002,397798013,
10330,Alcoholic spouse,MSM4,Family substance misuse,Family substance misuse (i.e. unspecified family member),Substance misuse,MSM,13L3.11,Moderate,"","","",2,read,133939006,213682015,
10330,Alcoholic spouse,MSM4,Family substance misuse,Family substance misuse (i.e. unspecified family member),Substance misuse,MSM,13L3.11,Moderate,"","","",2,read,444180005,2841046013,
10330,Alcoholic spouse,MSM4,Family substance misuse,Family substance misuse (i.e. unspecified family member),Substance misuse,MSM,13L3.11,Moderate,"","","",2,read,281026004,418923013,
10330,Alcoholic spouse,MSM4,Family substance misuse,Family substance misuse (i.e. unspecified family member),Substance misuse,MSM,13L3.11,Moderate,"","","",2,read,160951004,541925010,
15404,Husband alcoholic,MSM4,Family substance misuse,Family substance misuse (i.e. unspecified family member),Substance misuse,MSM,13L3.13,Moderate,"","","",2,read,266969002,397798013,
15404,Husband alcoholic,MSM4,Family substance misuse,Family substance misuse (i.e. unspecified family member),Substance misuse,MSM,13L3.13,Moderate,"","","",2,read,133939006,213682015,
15404,Husband alcoholic,MSM4,Family substance misuse,Family substance misuse (i.e. unspecified family member),Substance misuse,MSM,13L3.13,Moderate,"","","",2,read,444180005,2841046013,
15404,Husband alcoholic,MSM4,Family substance misuse,Family substance misuse (i.e. unspecified family member),Substance misuse,MSM,13L3.13,Moderate,"","","",2,read,281026004,418923013,
