medcode	term	health_comorbidity_domain	severity	scale	system	individual
p_K438	Other specified prosthetic replacement of coronary artery	Atrial fibrillation			OPCS-4	2
p_K439	Unspecified prosthetic replacement of coronary artery	Atrial fibrillation			OPCS-4	2
p_K44	Other replacement of coronary artery	Atrial fibrillation			OPCS-4	2
p_K441	Replacement of coronary arteries using multiple methods	Atrial fibrillation			OPCS-4	2
p_K442	Revision of replacement of coronary artery	Atrial fibrillation			OPCS-4	2
p_K448	Other specified other replacement of coronary artery	Atrial fibrillation			OPCS-4	2
p_K449	Unspecified other replacement of coronary artery	Atrial fibrillation			OPCS-4	2
p_K45	Connection of thoracic artery to coronary artery	Atrial fibrillation			OPCS-4	2
p_K451	Double anastomosis of mammary arteries to coronary arteries	Atrial fibrillation			OPCS-4	2
p_K452	Double anastomosis of thoracic arteries to coronary arteries NEC	Atrial fibrillation			OPCS-4	2
p_K453	Anastomosis of mammary artery to left anterior descending coronary artery	Atrial fibrillation			OPCS-4	2
p_K454	Anastomosis of mammary artery to coronary artery NEC	Atrial fibrillation			OPCS-4	2
p_K455	Anastomosis of thoracic artery to coronary artery NEC	Atrial fibrillation			OPCS-4	2
p_K456	Revision of connection of thoracic artery to coronary artery	Atrial fibrillation			OPCS-4	2
p_K458	Other specified connection of thoracic artery to coronary artery	Atrial fibrillation			OPCS-4	2
p_K459	Unspecified connection of thoracic artery to coronary artery	Atrial fibrillation			OPCS-4	2
p_K46	Other bypass of coronary artery	Atrial fibrillation			OPCS-4	2
p_K461	Double implantation of mammary arteries into heart	Atrial fibrillation			OPCS-4	2
p_K462	Double implantation of thoracic arteries into heart NEC	Atrial fibrillation			OPCS-4	2
p_K463	Implantation of mammary artery into heart NEC	Atrial fibrillation			OPCS-4	2
p_K464	Implantation of thoracic artery into heart NEC	Atrial fibrillation			OPCS-4	2
p_K465	Revision of implantation of thoracic artery into heart	Atrial fibrillation			OPCS-4	2
p_K468	Other specified other bypass of coronary artery	Atrial fibrillation			OPCS-4	2
p_K469	Unspecified other bypass of coronary artery	Atrial fibrillation			OPCS-4	2
p_K47	Repair of coronary artery	Atrial fibrillation			OPCS-4	2
p_K471	Endarterectomy of coronary artery	Atrial fibrillation			OPCS-4	2
p_K472	Repair of arteriovenous fistula of coronary artery	Atrial fibrillation			OPCS-4	2
p_K473	Repair of aneurysm of coronary artery	Atrial fibrillation			OPCS-4	2
p_K474	Repair of rupture of coronary artery	Atrial fibrillation			OPCS-4	2
p_K475	Repair of arteriovenous malformation of coronary artery	Atrial fibrillation			OPCS-4	2
p_K478	Other specified repair of coronary artery	Atrial fibrillation			OPCS-4	2
p_K479	Unspecified repair of coronary artery	Atrial fibrillation			OPCS-4	2
p_K48	Other open operations on coronary artery	Atrial fibrillation			OPCS-4	2
p_K481	Transection of muscle bridge of coronary artery	Atrial fibrillation			OPCS-4	2
p_K482	Transposition of coronary artery NEC	Atrial fibrillation			OPCS-4	2
p_K483	Open angioplasty of coronary artery	Atrial fibrillation			OPCS-4	2
p_K484	Exploration of coronary artery	Atrial fibrillation			OPCS-4	2
p_K488	Other specified other open operations on coronary artery	Atrial fibrillation			OPCS-4	2
p_K489	Unspecified other open operations on coronary artery	Atrial fibrillation			OPCS-4	2
p_K52	Open operations on conducting system of heart	Atrial fibrillation			OPCS-4	2
p_K521	Open ablation of atrioventricular node	Atrial fibrillation			OPCS-4	2
p_K522	Epicardial excision of rhythmogenic focus	Atrial fibrillation			OPCS-4	2
p_K523	Endocardial excision of rhythmogenic focus	Atrial fibrillation			OPCS-4	2
p_K524	Open division of accessory pathway within heart	Atrial fibrillation			OPCS-4	2
p_K525	Open division of conducting system of heart NEC	Atrial fibrillation			OPCS-4	2
p_K526	Incision of tissue in atria	Atrial fibrillation			OPCS-4	2
p_K528	Other specified open operations on conducting system of heart	Atrial fibrillation			OPCS-4	2
p_K529	Unspecified open operations on conducting system of heart	Atrial fibrillation			OPCS-4	2
p_K53	Other incision of heart	Atrial fibrillation			OPCS-4	2
p_K531	Inspection of valve of heart	Atrial fibrillation			OPCS-4	2
p_K532	Exploration of heart NEC	Atrial fibrillation			OPCS-4	2
p_K538	Other specified other incision of heart	Atrial fibrillation			OPCS-4	2
p_K539	Unspecified other incision of heart	Atrial fibrillation			OPCS-4	2
p_K54	Open heart assist operations	Atrial fibrillation			OPCS-4	2
p_K541	Open implantation of ventricular assist device	Atrial fibrillation			OPCS-4	2
p_K542	Open removal of ventricular assist device	Atrial fibrillation			OPCS-4	2
p_K548	Other specified open heart assist operations	Atrial fibrillation			OPCS-4	2
p_K549	Unspecified open heart assist operations	Atrial fibrillation			OPCS-4	2
p_K55	Other open operations on heart	Atrial fibrillation			OPCS-4	2
p_K551	Ligation of sinus of Valsalva	Atrial fibrillation			OPCS-4	2
p_K552	Open chest massage of heart	Atrial fibrillation			OPCS-4	2
p_K553	Open removal of cardiac thrombus	Atrial fibrillation			OPCS-4	2
p_K554	Open removal of cardiac vegetations NEC	Atrial fibrillation			OPCS-4	2
p_K555	Resection of heart tumour	Atrial fibrillation			OPCS-4	2
p_K556	Repair of traumatic injury of heart	Atrial fibrillation			OPCS-4	2
p_K558	Other specified other open operations on heart	Atrial fibrillation			OPCS-4	2
p_K559	Unspecified other open operations on heart	Atrial fibrillation			OPCS-4	2
p_K56	Transluminal heart assist operations	Atrial fibrillation			OPCS-4	2
p_K561	Transluminal insertion of pulsation balloon into aorta	Atrial fibrillation			OPCS-4	2
p_K562	Transluminal insertion of heart assist system NEC	Atrial fibrillation			OPCS-4	2
p_K563	Transluminal maintenance of heart assist system	Atrial fibrillation			OPCS-4	2
p_K564	Transluminal removal of heart assist system	Atrial fibrillation			OPCS-4	2
p_K568	Other specified transluminal heart assist operations	Atrial fibrillation			OPCS-4	2
p_K569	Unspecified transluminal heart assist operations	Atrial fibrillation			OPCS-4	2
p_K57	Other therapeutic transluminal operations on heart	Atrial fibrillation			OPCS-4	2
p_K571	Percutaneous transluminal ablation of atrioventricular node	Atrial fibrillation			OPCS-4	2
p_K572	Percutaneous transluminal ablation of conducting system of heart NEC	Atrial fibrillation			OPCS-4	2
p_K573	Percutaneous transluminal removal of foreign body from heart	Atrial fibrillation			OPCS-4	2
p_K574	Percutaneous transluminal ablation of accessory pathway	Atrial fibrillation			OPCS-4	2
p_K575	Percutaneous transluminal ablation of atrial wall NEC	Atrial fibrillation			OPCS-4	2
p_K576	Percutaneous transluminal ablation of ventricular wall	Atrial fibrillation			OPCS-4	2
p_K577	Percutaneous transluminal ablation for congenital heart malformation	Atrial fibrillation			OPCS-4	2
p_K578	Other specified other therapeutic transluminal operations on heart	Atrial fibrillation			OPCS-4	2
p_K579	Unspecified other therapeutic transluminal operations on heart	Atrial fibrillation			OPCS-4	2
p_K66	Other operations on heart	Atrial fibrillation			OPCS-4	2
p_K661	Cardiotachygraphy	Atrial fibrillation			OPCS-4	2
p_K668	Other specified other operations on heart	Atrial fibrillation			OPCS-4	2
p_K669	Unspecified other operations on heart	Atrial fibrillation			OPCS-4	2
p_K67	Excision of pericardium	Atrial fibrillation			OPCS-4	2
p_K671	Excision of lesion of pericardium	Atrial fibrillation			OPCS-4	2
p_K678	Other specified excision of pericardium	Atrial fibrillation			OPCS-4	2
p_K679	Unspecified excision of pericardium	Atrial fibrillation			OPCS-4	2
p_K76	Transluminal operations on cardiac conduit	Atrial fibrillation			OPCS-4	2
p_K761	Percutaneous transluminal balloon dilation of cardiac conduit	Atrial fibrillation			OPCS-4	2
p_K768	Other specified transluminal operations on cardiac conduit	Atrial fibrillation			OPCS-4	2
p_K769	Unspecified transluminal operations on cardiac conduit	Atrial fibrillation			OPCS-4	2
1266	Pulmonary embolism	Atrial fibrillation			read	2
9701	Pulmonary embolus	Atrial fibrillation			read	2
18121	Post operative pulmonary embolus	Atrial fibrillation			read	2
7174	Obstetric pulmonary embolism	Atrial fibrillation			read	2
96209	Recurrent pulmonary embolism	Atrial fibrillation			read	2
34687	Trendelenburg pulmonary embolectomy	Atrial fibrillation			read	2
45740	Open embolectomy of pulmonary artery	Atrial fibrillation			read	2
44192	Amniotic fluid pulmonary embolism	Atrial fibrillation			read	2
68438	Obstetric pulmonary embolus	Atrial fibrillation			read	2
44404	Obstetric pulmonary embolism NOS with postnatal complication	Atrial fibrillation			read	2
65459	Percutaneous transluminal embolectomy of pulmonary artery	Atrial fibrillation			read	2
31313	Obstetric air pulmonary embolism	Atrial fibrillation			read	2
67006	Pulmonary embolism following abortive pregnancy	Atrial fibrillation			read	2
98639	Obstetric pulmonary embolism NOS	Atrial fibrillation			read	2
73569	Obstetric pulmonary embolism NOS	Atrial fibrillation			read	2
97367	Obstetric pulmonary embolism NOS - delivered	Atrial fibrillation			read	2
49269	Obstetric blood-clot pulmonary embolism	Atrial fibrillation			read	2
73624	Amniotic fluid pulmonary embolism - delivered	Atrial fibrillation			read	2
I26	Pulmonary embolism	Atrial fibrillation			ICD-10	2
I442	"Atrioventricular block, complete"	Atrial fibrillation			ICD-10	2
I440	"Atrioventricular block, first degree"	Atrial fibrillation			ICD-10	2
I441	"Atrioventricular block, second degree"	Atrial fibrillation			ICD-10	2
3576	Deep vein phlebitis and thrombophlebitis of the leg	Atrial fibrillation			read	2
32002	Deep vein thrombophlebitis of the leg unspecified	Atrial fibrillation			read	2
27284	Deep vein phlebitis and thrombophlebitis of the leg NOS	Atrial fibrillation			read	2
15382	Thrombophlebitis of the femoral vein	Atrial fibrillation			read	2
25478	"Deep vein thrombosis, leg"	Atrial fibrillation			read	2
42506	Deep vein thrombosis of leg related to air travel	Atrial fibrillation			read	2
48920	Deep vein thrombosis of leg related to intravenous drug use	Atrial fibrillation			read	2
55661	Thrombophlebitis of the popliteal vein	Atrial fibrillation			read	2
98526	Deep vein thrombosis of peroneal vein	Atrial fibrillation			read	2
I801	Phlebitis and thrombophlebitis of femoral vein	Atrial fibrillation			ICD-10	2
I802	Phlebitis and thrombophlebitis of other deep vessels of lower extremities	Atrial fibrillation			ICD-10	2
I803	"Phlebitis and thrombophlebitis of lower extremities, unspecified"	Atrial fibrillation			ICD-10	2
I48	Atrial fibrillation and flutter	Atrial fibrillation			ICD-10	2
28994	Atrial fibrillation resolved	Atrial fibrillation	History		read	2
6345	H/O: atrial fibrillation	Atrial fibrillation	History		read	2
93460	History of atrial flutter	Atrial fibrillation	History		read	2
5614	H/O: Deep Vein Thrombosis	Atrial fibrillation	History		read	2
17847	[V] Personal history DVT- deep vein thrombosis	Atrial fibrillation	History		read	2
19562	[V] Personal history deep vein thrombosis	Atrial fibrillation	History		read	2
10280	H/O: pulmonary embolus	Atrial fibrillation	History		read	2
16976	[V] Personal history of pulmonary embolism	Atrial fibrillation	History		read	2
5674	[V]Presence of coronary artery bypass graft - CABG	Atrial fibrillation			read	2
5030	[V]Presence of coronary artery bypass graft	Atrial fibrillation			read	2
17088	H/O: cardiac surgery	Atrial fibrillation			read	2
18643	[V]Presence of coronary angioplasty implant and graft	Atrial fibrillation			read	2
6631	H/O: heart valve recipient	Atrial fibrillation			read	2
17334	H/O: artificial heart valve	Atrial fibrillation			read	2
40264	[V]Presence of prosthetic heart valve	Atrial fibrillation			read	2
9384	[V]Heart transplanted	Atrial fibrillation			read	2
28871	[V]Has artificial heart valve	Atrial fibrillation			read	2
18780	[V]Heart valve transplanted	Atrial fibrillation			read	2
36960	[V]Heart and lungs transplant status	Atrial fibrillation			read	2
36101	[V]Personal history of heart or great vessel operation	Atrial fibrillation			read	2
1268	Paroxysmal atrial fibrillation	Atrial fibrillation			read	2
96076	Persistent atrial fibrillation	Atrial fibrillation			read	2
96277	Permanent atrial fibrillation	Atrial fibrillation			read	2
3232	Direct current cardioversion	Atrial fibrillation	Possible diagnosis		read	2
1656	External cardioversion NEC	Atrial fibrillation	Possible diagnosis		read	2
7189	Cardioversion and stimulation	Atrial fibrillation	Possible diagnosis		read	2
12664	Transluminal radiofreq ablation heart conducting system NEC	Atrial fibrillation	Possible diagnosis		read	2
31077	Defibrillation	Atrial fibrillation	Possible diagnosis		read	2
38534	Electrical sinus rhythm conversion	Atrial fibrillation	Possible diagnosis		read	2
96516	Chemical cardioversion	Atrial fibrillation	Possible diagnosis		read	2
42230	Direct current cardiac shock	Atrial fibrillation	Possible diagnosis		read	2
37611	External electrode cardioversion	Atrial fibrillation	Possible diagnosis		read	2
41512	Electrical operative cardiac stimulation	Atrial fibrillation	Possible diagnosis		read	2
93543	Therapeutic transluminal operations on heart	Atrial fibrillation	Possible diagnosis		read	2
98235	Therapeutic transluminal operations on heart NOS	Atrial fibrillation	Possible diagnosis		read	2
p_K62	Therapeutic transluminal operations on heart	Atrial fibrillation	Possible diagnosis		OPCS-4	2
p_X501	Direct current cardioversion	Atrial fibrillation	Possible diagnosis		OPCS-4	2
p_X502	External cardioversion NEC	Atrial fibrillation	Possible diagnosis		OPCS-4	2
p_X504	External ventricular defibrillation	Atrial fibrillation	Possible diagnosis		OPCS-4	2
87338	Percutaneous transluminal ablation of atrial wall	Atrial fibrillation	Probable		read	2
83530	Percutaneous transluminal internal cardioversion NEC	Atrial fibrillation	Probable		read	2
92361	Perc translum ablat pulmon vein to lft atrium conduct system	Atrial fibrillation	Probable		read	2
9479	Implant intravenous pacemaker for atrial fibrillation	Atrial fibrillation	Probable		read	2
43860	Implantation of intravenous atrial overdrive pacemaker	Atrial fibrillation	Probable		read	2
p_K621	Percutaneous transluminal ablation of pulmonary vein to left atrium conducting system	Atrial fibrillation	Probable		OPCS-4	2
p_K622	Percutaneous transluminal ablation of atrial wall for atrial flutter	Atrial fibrillation	Probable		OPCS-4	2
p_K623	Percutaneous transluminal ablation of conducting system of heart for atrial flutter NEC	Atrial fibrillation	Probable		OPCS-4	2
p_K624	Percutaneous transluminal internal cardioversion NEC	Atrial fibrillation	Probable		OPCS-4	2
94163	Suspected deep vein thrombosis	Atrial fibrillation	Suspected		read	2
94552	Referral to deep vein thrombosis clinic	Atrial fibrillation	Suspected		read	2
26103	Suspected pulmonary embolism	Atrial fibrillation	Suspected		read	2
62633	Mechanical complication of heart valve prosthesis	Atrial fibrillation			read	2
