code	coding term	Indicator 1	Indicator 2	Exclusion_domain	severity	scale	system
Y640	"Contaminated medical or biological substance, transfused or infused"	Medical complications	Accident	Accident			ICD-10
Y641	"Contaminated medical or biological substance, injected or used for immunization"	Medical complications	Accident	Accident			ICD-10
Y648	Contaminated medical or biological substance administered by other means	Medical complications	Accident	Accident			ICD-10
Y649	Contaminated medical or biological substance administered by unspecified means	Medical complications	Accident	Accident			ICD-10
Y65	Other misadventures during surgical and medical care	Medical complications	Accident	Accident			ICD-10
Y650	Mismatched blood used in transfusion	Medical complications	Accident	Accident			ICD-10
Y651	Wrong fluid used in infusion	Medical complications	Accident	Accident			ICD-10
Y652	Failure in suture or ligature during surgical operation	Medical complications	Accident	Accident			ICD-10
Y653	Endotracheal tube wrongly placed during anaesthetic procedure	Medical complications	Accident	Accident			ICD-10
Y654	Failure to introduce or to remove other tube or instrument	Medical complications	Accident	Accident			ICD-10
Y655	Performance of inappropriate operation	Medical complications	Accident	Accident			ICD-10
Y658	Other specified misadventures during surgical and medical care	Medical complications	Accident	Accident			ICD-10
Y66	Nonadministration of surgical and medical care	Medical complications	Accident	Accident			ICD-10
Y69	Unspecified misadventure during surgical and medical care	Medical complications	Accident	Accident			ICD-10
Y70	Anaesthesiology devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y700	Anaesthesiology devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y701	Anaesthesiology devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y702	Anaesthesiology devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y703	Anaesthesiology devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y708	Anaesthesiology devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y71	Cardiovascular devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y710	Cardiovascular devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y711	Cardiovascular devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y712	Cardiovascular devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y713	Cardiovascular devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y718	Cardiovascular devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y72	Otorhinolaryngological devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y720	Otorhinolaryngological devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y721	Otorhinolaryngological devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y722	Otorhinolaryngological devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y723	Otorhinolaryngological devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y728	Otorhinolaryngological devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y73	Gastroenterology and urology devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y730	Gastroenterology and urology devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y731	Gastroenterology and urology devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y732	Gastroenterology and urology devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y733	Gastroenterology and urology devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y738	Gastroenterology and urology devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y74	General hospital and personal-use devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y740	General hospital and personal-use devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y741	General hospital and personal-use devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y742	General hospital and personal-use devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y743	General hospital and personal-use devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y748	General hospital and personal-use devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y75	Neurological devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y750	Neurological devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y751	Neurological devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y752	Neurological devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y753	Neurological devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y758	Neurological devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y76	Obstetric and gynaecological devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y760	Obstetric and gynaecological devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y761	Obstetric and gynaecological devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y762	Obstetric and gynaecological devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y763	Obstetric and gynaecological devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y768	Obstetric and gynaecological devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y77	Ophthalmic devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y770	Ophthalmic devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y771	Ophthalmic devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y772	Ophthalmic devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y773	Ophthalmic devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y778	Ophthalmic devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y78	Radiological devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y780	Radiological devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y781	Radiological devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y782	Radiological devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y783	Radiological devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y788	Radiological devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y79	Orthopaedic devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y790	Orthopaedic devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y791	Orthopaedic devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y792	Orthopaedic devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y793	Orthopaedic devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y798	Orthopaedic devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y80	Physical medicine devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y800	Physical medicine devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y801	Physical medicine devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y802	Physical medicine devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y803	Physical medicine devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y808	Physical medicine devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y81	General- and plastic-surgery devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y810	General- and plastic-surgery devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y811	General- and plastic-surgery devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y812	General- and plastic-surgery devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y813	General- and plastic-surgery devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y818	General- and plastic-surgery devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y82	Other and unspecified medical devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y820	Other and unspecified medical devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y821	Other and unspecified medical devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y822	Other and unspecified medical devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y823	Other and unspecified medical devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
Y828	Other and unspecified medical devices associated with adverse incidents	Medical complications	Accident	Accident			ICD-10
279	Motor vehicle traffic accidents (MVTA)	Motor vehicle accident	Transport accident	Accident			read
1074	Other road vehicle accidents	Motor vehicle accident	Transport accident	Accident			read
7901	[X]RTA - Road traffic and other transport accidents	Motor vehicle accident	Transport accident	Accident			read
25515	Motor vehicle traffic accident NOS	Motor vehicle accident	Transport accident	Accident			read
33476	Road vehicle accident NOS	Motor vehicle accident	Transport accident	Accident			read
11320	Bicycle accident	Motor vehicle accident	Transport accident	Accident			read
5356	Pedal cycle accident - PCA	Motor vehicle accident	Transport accident	Accident			read
21541	Pedal cycle accident collision with another pedal cycle	Motor vehicle accident	Transport accident	Accident			read
