medcode,code_orginal,Cause,system
M6517,M6517,Other musculoskeletal disorders,ICD-10
M6518,M6518,Other musculoskeletal disorders,ICD-10
M6519,M6519,Other musculoskeletal disorders,ICD-10
M652,M652,Other musculoskeletal disorders,ICD-10
M6520,M6520,Other musculoskeletal disorders,ICD-10
M6521,M6521,Other musculoskeletal disorders,ICD-10
M6522,M6522,Other musculoskeletal disorders,ICD-10
M6523,M6523,Other musculoskeletal disorders,ICD-10
M6524,M6524,Other musculoskeletal disorders,ICD-10
M6525,M6525,Other musculoskeletal disorders,ICD-10
M6526,M6526,Other musculoskeletal disorders,ICD-10
M6527,M6527,Other musculoskeletal disorders,ICD-10
M6528,M6528,Other musculoskeletal disorders,ICD-10
M6529,M6529,Other musculoskeletal disorders,ICD-10
M653,M653,Other musculoskeletal disorders,ICD-10
M654,M654,Other musculoskeletal disorders,ICD-10
M6540,M6540,Other musculoskeletal disorders,ICD-10
M6543,M6543,Other musculoskeletal disorders,ICD-10
M6544,M6544,Other musculoskeletal disorders,ICD-10
M658,M658,Other musculoskeletal disorders,ICD-10
M6580,M6580,Other musculoskeletal disorders,ICD-10
M6581,M6581,Other musculoskeletal disorders,ICD-10
M6582,M6582,Other musculoskeletal disorders,ICD-10
M6583,M6583,Other musculoskeletal disorders,ICD-10
M6584,M6584,Other musculoskeletal disorders,ICD-10
M6585,M6585,Other musculoskeletal disorders,ICD-10
M6586,M6586,Other musculoskeletal disorders,ICD-10
M6587,M6587,Other musculoskeletal disorders,ICD-10
M6588,M6588,Other musculoskeletal disorders,ICD-10
M6589,M6589,Other musculoskeletal disorders,ICD-10
M659,M659,Other musculoskeletal disorders,ICD-10
M6590,M6590,Other musculoskeletal disorders,ICD-10
M6591,M6591,Other musculoskeletal disorders,ICD-10
M6592,M6592,Other musculoskeletal disorders,ICD-10
M6593,M6593,Other musculoskeletal disorders,ICD-10
M6594,M6594,Other musculoskeletal disorders,ICD-10
M6595,M6595,Other musculoskeletal disorders,ICD-10
M6596,M6596,Other musculoskeletal disorders,ICD-10
M6597,M6597,Other musculoskeletal disorders,ICD-10
M6598,M6598,Other musculoskeletal disorders,ICD-10
M6599,M6599,Other musculoskeletal disorders,ICD-10
M66,M66,Other musculoskeletal disorders,ICD-10
M660,M660,Other musculoskeletal disorders,ICD-10
M661,M661,Other musculoskeletal disorders,ICD-10
M6610,M6610,Other musculoskeletal disorders,ICD-10
M6611,M6611,Other musculoskeletal disorders,ICD-10
M6612,M6612,Other musculoskeletal disorders,ICD-10
M6613,M6613,Other musculoskeletal disorders,ICD-10
M6614,M6614,Other musculoskeletal disorders,ICD-10
M6615,M6615,Other musculoskeletal disorders,ICD-10
M6616,M6616,Other musculoskeletal disorders,ICD-10
M6617,M6617,Other musculoskeletal disorders,ICD-10
M6618,M6618,Other musculoskeletal disorders,ICD-10
M6619,M6619,Other musculoskeletal disorders,ICD-10
M662,M662,Other musculoskeletal disorders,ICD-10
M6620,M6620,Other musculoskeletal disorders,ICD-10
M6621,M6621,Other musculoskeletal disorders,ICD-10
M6622,M6622,Other musculoskeletal disorders,ICD-10
M6623,M6623,Other musculoskeletal disorders,ICD-10
M6624,M6624,Other musculoskeletal disorders,ICD-10
M6625,M6625,Other musculoskeletal disorders,ICD-10
M6626,M6626,Other musculoskeletal disorders,ICD-10
M6627,M6627,Other musculoskeletal disorders,ICD-10
M6629,M6629,Other musculoskeletal disorders,ICD-10
M663,M663,Other musculoskeletal disorders,ICD-10
M6630,M6630,Other musculoskeletal disorders,ICD-10
M6631,M6631,Other musculoskeletal disorders,ICD-10
M6632,M6632,Other musculoskeletal disorders,ICD-10
M6633,M6633,Other musculoskeletal disorders,ICD-10
M6634,M6634,Other musculoskeletal disorders,ICD-10
M6635,M6635,Other musculoskeletal disorders,ICD-10
M6636,M6636,Other musculoskeletal disorders,ICD-10
M6637,M6637,Other musculoskeletal disorders,ICD-10
M6638,M6638,Other musculoskeletal disorders,ICD-10
M6639,M6639,Other musculoskeletal disorders,ICD-10
M664,M664,Other musculoskeletal disorders,ICD-10
M6640,M6640,Other musculoskeletal disorders,ICD-10
M6641,M6641,Other musculoskeletal disorders,ICD-10
M6642,M6642,Other musculoskeletal disorders,ICD-10
M6643,M6643,Other musculoskeletal disorders,ICD-10
M6644,M6644,Other musculoskeletal disorders,ICD-10
M6645,M6645,Other musculoskeletal disorders,ICD-10
M6646,M6646,Other musculoskeletal disorders,ICD-10
M6647,M6647,Other musculoskeletal disorders,ICD-10
M6648,M6648,Other musculoskeletal disorders,ICD-10
M6649,M6649,Other musculoskeletal disorders,ICD-10
M665,M665,Other musculoskeletal disorders,ICD-10
M6650,M6650,Other musculoskeletal disorders,ICD-10
M6651,M6651,Other musculoskeletal disorders,ICD-10
M6652,M6652,Other musculoskeletal disorders,ICD-10
M6653,M6653,Other musculoskeletal disorders,ICD-10
M6654,M6654,Other musculoskeletal disorders,ICD-10
M6655,M6655,Other musculoskeletal disorders,ICD-10
M6656,M6656,Other musculoskeletal disorders,ICD-10
M6657,M6657,Other musculoskeletal disorders,ICD-10
M6658,M6658,Other musculoskeletal disorders,ICD-10
M6659,M6659,Other musculoskeletal disorders,ICD-10
M67,M67,Other musculoskeletal disorders,ICD-10
M670,M670,Other musculoskeletal disorders,ICD-10
M671,M671,Other musculoskeletal disorders,ICD-10
M672,M672,Other musculoskeletal disorders,ICD-10
M673,M673,Other musculoskeletal disorders,ICD-10
M674,M674,Other musculoskeletal disorders,ICD-10
M678,M678,Other musculoskeletal disorders,ICD-10
M679,M679,Other musculoskeletal disorders,ICD-10
M68,M68,Other musculoskeletal disorders,ICD-10
M680,M680,Other musculoskeletal disorders,ICD-10
M688,M688,Other musculoskeletal disorders,ICD-10
M70,M70,Other musculoskeletal disorders,ICD-10
M700,M700,Other musculoskeletal disorders,ICD-10
M7000,M7000,Other musculoskeletal disorders,ICD-10
M7003,M7003,Other musculoskeletal disorders,ICD-10
M7004,M7004,Other musculoskeletal disorders,ICD-10
M701,M701,Other musculoskeletal disorders,ICD-10
M702,M702,Other musculoskeletal disorders,ICD-10
M703,M703,Other musculoskeletal disorders,ICD-10
M704,M704,Other musculoskeletal disorders,ICD-10
M705,M705,Other musculoskeletal disorders,ICD-10
M706,M706,Other musculoskeletal disorders,ICD-10
M707,M707,Other musculoskeletal disorders,ICD-10
M708,M708,Other musculoskeletal disorders,ICD-10
M7080,M7080,Other musculoskeletal disorders,ICD-10
M7081,M7081,Other musculoskeletal disorders,ICD-10
M7082,M7082,Other musculoskeletal disorders,ICD-10
M7083,M7083,Other musculoskeletal disorders,ICD-10
M7084,M7084,Other musculoskeletal disorders,ICD-10
M7085,M7085,Other musculoskeletal disorders,ICD-10
M7086,M7086,Other musculoskeletal disorders,ICD-10
M7087,M7087,Other musculoskeletal disorders,ICD-10
M7088,M7088,Other musculoskeletal disorders,ICD-10
M7089,M7089,Other musculoskeletal disorders,ICD-10
M709,M709,Other musculoskeletal disorders,ICD-10
M7090,M7090,Other musculoskeletal disorders,ICD-10
M7091,M7091,Other musculoskeletal disorders,ICD-10
M7092,M7092,Other musculoskeletal disorders,ICD-10
M7093,M7093,Other musculoskeletal disorders,ICD-10
M7094,M7094,Other musculoskeletal disorders,ICD-10
M7095,M7095,Other musculoskeletal disorders,ICD-10
M7096,M7096,Other musculoskeletal disorders,ICD-10
M7097,M7097,Other musculoskeletal disorders,ICD-10
M7098,M7098,Other musculoskeletal disorders,ICD-10
M7099,M7099,Other musculoskeletal disorders,ICD-10
M71,M71,Other musculoskeletal disorders,ICD-10
M710,M710,Other musculoskeletal disorders,ICD-10
M7100,M7100,Other musculoskeletal disorders,ICD-10
M7101,M7101,Other musculoskeletal disorders,ICD-10
M7102,M7102,Other musculoskeletal disorders,ICD-10
M7103,M7103,Other musculoskeletal disorders,ICD-10
M7104,M7104,Other musculoskeletal disorders,ICD-10
M7105,M7105,Other musculoskeletal disorders,ICD-10
M7106,M7106,Other musculoskeletal disorders,ICD-10
M7107,M7107,Other musculoskeletal disorders,ICD-10
M7108,M7108,Other musculoskeletal disorders,ICD-10
M7109,M7109,Other musculoskeletal disorders,ICD-10
M711,M711,Other musculoskeletal disorders,ICD-10
M7110,M7110,Other musculoskeletal disorders,ICD-10
M7111,M7111,Other musculoskeletal disorders,ICD-10
M7112,M7112,Other musculoskeletal disorders,ICD-10
M7113,M7113,Other musculoskeletal disorders,ICD-10
M7114,M7114,Other musculoskeletal disorders,ICD-10
M7115,M7115,Other musculoskeletal disorders,ICD-10
M7116,M7116,Other musculoskeletal disorders,ICD-10
M7117,M7117,Other musculoskeletal disorders,ICD-10
M7118,M7118,Other musculoskeletal disorders,ICD-10
M7119,M7119,Other musculoskeletal disorders,ICD-10
M712,M712,Other musculoskeletal disorders,ICD-10
M713,M713,Other musculoskeletal disorders,ICD-10
M7130,M7130,Other musculoskeletal disorders,ICD-10
M7131,M7131,Other musculoskeletal disorders,ICD-10
M7132,M7132,Other musculoskeletal disorders,ICD-10
M7133,M7133,Other musculoskeletal disorders,ICD-10
M7134,M7134,Other musculoskeletal disorders,ICD-10
M7135,M7135,Other musculoskeletal disorders,ICD-10
M7136,M7136,Other musculoskeletal disorders,ICD-10
M7137,M7137,Other musculoskeletal disorders,ICD-10
M7138,M7138,Other musculoskeletal disorders,ICD-10
M7139,M7139,Other musculoskeletal disorders,ICD-10
M714,M714,Other musculoskeletal disorders,ICD-10
M7140,M7140,Other musculoskeletal disorders,ICD-10
M7141,M7141,Other musculoskeletal disorders,ICD-10
M7142,M7142,Other musculoskeletal disorders,ICD-10
M7143,M7143,Other musculoskeletal disorders,ICD-10
M7144,M7144,Other musculoskeletal disorders,ICD-10
M7145,M7145,Other musculoskeletal disorders,ICD-10
M7146,M7146,Other musculoskeletal disorders,ICD-10
M7147,M7147,Other musculoskeletal disorders,ICD-10
M7148,M7148,Other musculoskeletal disorders,ICD-10
M7149,M7149,Other musculoskeletal disorders,ICD-10
M715,M715,Other musculoskeletal disorders,ICD-10
M7150,M7150,Other musculoskeletal disorders,ICD-10
M7151,M7151,Other musculoskeletal disorders,ICD-10
M7152,M7152,Other musculoskeletal disorders,ICD-10
M7153,M7153,Other musculoskeletal disorders,ICD-10
M7154,M7154,Other musculoskeletal disorders,ICD-10
M7155,M7155,Other musculoskeletal disorders,ICD-10
M7156,M7156,Other musculoskeletal disorders,ICD-10
M7157,M7157,Other musculoskeletal disorders,ICD-10
M7158,M7158,Other musculoskeletal disorders,ICD-10
M7159,M7159,Other musculoskeletal disorders,ICD-10
M718,M718,Other musculoskeletal disorders,ICD-10
M7180,M7180,Other musculoskeletal disorders,ICD-10
M7181,M7181,Other musculoskeletal disorders,ICD-10
M7182,M7182,Other musculoskeletal disorders,ICD-10
M7183,M7183,Other musculoskeletal disorders,ICD-10
M7184,M7184,Other musculoskeletal disorders,ICD-10
M7185,M7185,Other musculoskeletal disorders,ICD-10
M7186,M7186,Other musculoskeletal disorders,ICD-10
M7187,M7187,Other musculoskeletal disorders,ICD-10
M7188,M7188,Other musculoskeletal disorders,ICD-10
M7189,M7189,Other musculoskeletal disorders,ICD-10
M719,M719,Other musculoskeletal disorders,ICD-10
M7190,M7190,Other musculoskeletal disorders,ICD-10
M7191,M7191,Other musculoskeletal disorders,ICD-10
M7192,M7192,Other musculoskeletal disorders,ICD-10
M7193,M7193,Other musculoskeletal disorders,ICD-10
M7194,M7194,Other musculoskeletal disorders,ICD-10
M7195,M7195,Other musculoskeletal disorders,ICD-10
M7196,M7196,Other musculoskeletal disorders,ICD-10
M7197,M7197,Other musculoskeletal disorders,ICD-10
M7198,M7198,Other musculoskeletal disorders,ICD-10
M7199,M7199,Other musculoskeletal disorders,ICD-10
M72,M72,Other musculoskeletal disorders,ICD-10
M720,M720,Other musculoskeletal disorders,ICD-10
M721,M721,Other musculoskeletal disorders,ICD-10
M7210,M7210,Other musculoskeletal disorders,ICD-10
M7214,M7214,Other musculoskeletal disorders,ICD-10
M7217,M7217,Other musculoskeletal disorders,ICD-10
M7219,M7219,Other musculoskeletal disorders,ICD-10
M722,M722,Other musculoskeletal disorders,ICD-10
M724,M724,Other musculoskeletal disorders,ICD-10
M728,M728,Other musculoskeletal disorders,ICD-10
M7280,M7280,Other musculoskeletal disorders,ICD-10
M7281,M7281,Other musculoskeletal disorders,ICD-10
M7282,M7282,Other musculoskeletal disorders,ICD-10
M7283,M7283,Other musculoskeletal disorders,ICD-10
M7284,M7284,Other musculoskeletal disorders,ICD-10
M7285,M7285,Other musculoskeletal disorders,ICD-10
M7286,M7286,Other musculoskeletal disorders,ICD-10
M7287,M7287,Other musculoskeletal disorders,ICD-10
M7288,M7288,Other musculoskeletal disorders,ICD-10
M7289,M7289,Other musculoskeletal disorders,ICD-10
M729,M729,Other musculoskeletal disorders,ICD-10
M7290,M7290,Other musculoskeletal disorders,ICD-10
M7291,M7291,Other musculoskeletal disorders,ICD-10
M7292,M7292,Other musculoskeletal disorders,ICD-10
M7293,M7293,Other musculoskeletal disorders,ICD-10
M7294,M7294,Other musculoskeletal disorders,ICD-10
M7295,M7295,Other musculoskeletal disorders,ICD-10
M7296,M7296,Other musculoskeletal disorders,ICD-10
M7297,M7297,Other musculoskeletal disorders,ICD-10
M7298,M7298,Other musculoskeletal disorders,ICD-10
M7299,M7299,Other musculoskeletal disorders,ICD-10
M73,M73,Other musculoskeletal disorders,ICD-10
M730,M730,Other musculoskeletal disorders,ICD-10
M7300,M7300,Other musculoskeletal disorders,ICD-10
M7301,M7301,Other musculoskeletal disorders,ICD-10
M7302,M7302,Other musculoskeletal disorders,ICD-10
M7303,M7303,Other musculoskeletal disorders,ICD-10
M7304,M7304,Other musculoskeletal disorders,ICD-10
M7305,M7305,Other musculoskeletal disorders,ICD-10
M7306,M7306,Other musculoskeletal disorders,ICD-10
M7307,M7307,Other musculoskeletal disorders,ICD-10
M7308,M7308,Other musculoskeletal disorders,ICD-10
M7309,M7309,Other musculoskeletal disorders,ICD-10
M731,M731,Other musculoskeletal disorders,ICD-10
M7310,M7310,Other musculoskeletal disorders,ICD-10
M7311,M7311,Other musculoskeletal disorders,ICD-10
M7312,M7312,Other musculoskeletal disorders,ICD-10
M7313,M7313,Other musculoskeletal disorders,ICD-10
M7314,M7314,Other musculoskeletal disorders,ICD-10
M7315,M7315,Other musculoskeletal disorders,ICD-10
M7316,M7316,Other musculoskeletal disorders,ICD-10
M7317,M7317,Other musculoskeletal disorders,ICD-10
M7318,M7318,Other musculoskeletal disorders,ICD-10
M7319,M7319,Other musculoskeletal disorders,ICD-10
M738,M738,Other musculoskeletal disorders,ICD-10
M7380,M7380,Other musculoskeletal disorders,ICD-10
M7381,M7381,Other musculoskeletal disorders,ICD-10
M7382,M7382,Other musculoskeletal disorders,ICD-10
M7383,M7383,Other musculoskeletal disorders,ICD-10
M7384,M7384,Other musculoskeletal disorders,ICD-10
M7385,M7385,Other musculoskeletal disorders,ICD-10
M7386,M7386,Other musculoskeletal disorders,ICD-10
M7387,M7387,Other musculoskeletal disorders,ICD-10
M7388,M7388,Other musculoskeletal disorders,ICD-10
M7389,M7389,Other musculoskeletal disorders,ICD-10
M75,M75,Other musculoskeletal disorders,ICD-10
M750,M750,Other musculoskeletal disorders,ICD-10
M751,M751,Other musculoskeletal disorders,ICD-10
M752,M752,Other musculoskeletal disorders,ICD-10
M753,M753,Other musculoskeletal disorders,ICD-10
M754,M754,Other musculoskeletal disorders,ICD-10
M755,M755,Other musculoskeletal disorders,ICD-10
M758,M758,Other musculoskeletal disorders,ICD-10
M759,M759,Other musculoskeletal disorders,ICD-10
M76,M76,Other musculoskeletal disorders,ICD-10
M760,M760,Other musculoskeletal disorders,ICD-10
M7600,M7600,Other musculoskeletal disorders,ICD-10
M7605,M7605,Other musculoskeletal disorders,ICD-10
M761,M761,Other musculoskeletal disorders,ICD-10
M7610,M7610,Other musculoskeletal disorders,ICD-10
M7615,M7615,Other musculoskeletal disorders,ICD-10
M762,M762,Other musculoskeletal disorders,ICD-10
M763,M763,Other musculoskeletal disorders,ICD-10
M7630,M7630,Other musculoskeletal disorders,ICD-10
M7635,M7635,Other musculoskeletal disorders,ICD-10
M7636,M7636,Other musculoskeletal disorders,ICD-10
M764,M764,Other musculoskeletal disorders,ICD-10
M765,M765,Other musculoskeletal disorders,ICD-10
M766,M766,Other musculoskeletal disorders,ICD-10
M7660,M7660,Other musculoskeletal disorders,ICD-10
M7666,M7666,Other musculoskeletal disorders,ICD-10
M7667,M7667,Other musculoskeletal disorders,ICD-10
M767,M767,Other musculoskeletal disorders,ICD-10
M7670,M7670,Other musculoskeletal disorders,ICD-10
M7676,M7676,Other musculoskeletal disorders,ICD-10
M7677,M7677,Other musculoskeletal disorders,ICD-10
M768,M768,Other musculoskeletal disorders,ICD-10
M7680,M7680,Other musculoskeletal disorders,ICD-10
M7685,M7685,Other musculoskeletal disorders,ICD-10
M7686,M7686,Other musculoskeletal disorders,ICD-10
M7687,M7687,Other musculoskeletal disorders,ICD-10
M769,M769,Other musculoskeletal disorders,ICD-10
M7690,M7690,Other musculoskeletal disorders,ICD-10
M7695,M7695,Other musculoskeletal disorders,ICD-10
M7696,M7696,Other musculoskeletal disorders,ICD-10
M7697,M7697,Other musculoskeletal disorders,ICD-10
M7698,M7698,Other musculoskeletal disorders,ICD-10
M7699,M7699,Other musculoskeletal disorders,ICD-10
M77,M77,Other musculoskeletal disorders,ICD-10
M770,M770,Other musculoskeletal disorders,ICD-10
M7700,M7700,Other musculoskeletal disorders,ICD-10
M7702,M7702,Other musculoskeletal disorders,ICD-10
M7705,M7705,Other musculoskeletal disorders,ICD-10
M7706,M7706,Other musculoskeletal disorders,ICD-10
M7709,M7709,Other musculoskeletal disorders,ICD-10
M771,M771,Other musculoskeletal disorders,ICD-10
M7710,M7710,Other musculoskeletal disorders,ICD-10
M7712,M7712,Other musculoskeletal disorders,ICD-10
M7715,M7715,Other musculoskeletal disorders,ICD-10
M7716,M7716,Other musculoskeletal disorders,ICD-10
M7719,M7719,Other musculoskeletal disorders,ICD-10
M772,M772,Other musculoskeletal disorders,ICD-10
M773,M773,Other musculoskeletal disorders,ICD-10
M774,M774,Other musculoskeletal disorders,ICD-10
M775,M775,Other musculoskeletal disorders,ICD-10
M778,M778,Other musculoskeletal disorders,ICD-10
M7780,M7780,Other musculoskeletal disorders,ICD-10
M7781,M7781,Other musculoskeletal disorders,ICD-10
M7782,M7782,Other musculoskeletal disorders,ICD-10
M7783,M7783,Other musculoskeletal disorders,ICD-10
