Code_ready_CPRDGOLD_HES_ONS,Coding_term,ACE_indicator_code,ACE_indicator_specific,ACE_indicator_1,ACE_indicator_2,ACE_domain,code_original,Severity,cut_off,scale,Reference_std,individual,system
43101,[X]Mental & behav disorder due other stimulants inc caffein,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu15.00,Severe,"","","",2,read
106365,Benzodiazepine dependence detoxification,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,8BAo.00,Severe,"","","",2,read
91277,Substance misuse treatment programme completed,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,9HC5.00,Severe,"","","",2,read
32640,[X]Mental and behavioural disorders due use of crack cocaine,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu1A.00,Severe,"","","",2,read
39836,"Cocaine dependence, episodic",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E242200,Severe,"","","",2,read
47795,[X] Adverse reaction to cocaine,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,U608312,Severe,"","","",2,read
88990,H/O daily crack cocaine misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,1T60.00,Severe,"","","",2,read
66615,Compulsive drug taking,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,1P31.00,Severe,"","","",2,read
92232,H/O daily benzodiazepine misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,1T30.00,Severe,"","","",2,read
54560,Accidental poisoning by heroin,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,T800.00,Severe,"","","",2,read
50302,[X]Mental and behav dis due to use cocaine: dependence syndr,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu14200,Severe,"","","",2,read
32887,Hallucinogen dependence,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E245.00,Severe,"","","",2,read
94686,Self referral to substance misuse service,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,8Hh1.00,Severe,"","","",2,read
66118,[X]Intent self poison psychotropic drug unspecif place,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,U204z00,Severe,"","","",2,read
49585,"Amphetamine or psychostimulant dependence, episodic",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E244200,Severe,"","","",2,read
97141,Both parents misuse drugs,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,12X1.00,Severe,"","","",2,read
32761,[X] Adverse reaction to opiates or related narcotics NOS,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,U60501C,Severe,"","","",2,read
110928,Opioid analgesic dependence,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,13cM100,Severe,"","","",2,read
49552,[X]Overdose - barbiturate,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,U202.17,Severe,"","","",2,read
61673,Opiate and narcotic poisoning,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,SL50.00,Severe,"","","",2,read
41317,[X]Mental and behavioural dis due use sedatives/hypnotics,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu13.00,Severe,"","","",2,read
26685,Fetus/neonate affected by other maternal opiates in lab/del,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Q035600,Severe,"","","",2,read
47804,Continuous use of drugs,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,13cC.00,Severe,"","","",2,read
64269,Other specified drug dependence in remission,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E247300,Severe,"","","",2,read
29075,Barbiturate abuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E254.11,Severe,"","","",2,read
90271,H/O weekly crack cocaine misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,1T61.00,Severe,"","","",2,read
93554,H/O weekly heroin misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,1T01.00,Severe,"","","",2,read
50964,[X]Mental & behav dis due to use opioids: psychotic disorder,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu11500,Severe,"","","",2,read
110444,Educatn abt take home naloxone fr opiate overdose interventn,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,679j200,Severe,"","","",2,read
62959,[X]Mental and behav dis mlti drg/oth psychoa sbs: harmfl use,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu19100,Severe,"","","",2,read
40720,Hashish dependence,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E243.11,Severe,"","","",2,read
44875,Accidental poisoning by other sedatives and hypnotics,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,T82..00,Severe,"","","",2,read
64265,"Combined opioid with other drug dependence, continuous",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E248100,Severe,"","","",2,read
97698,Poly-drug misuser,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,1V02.00,Severe,"","","",2,read
41039,Preoccupied with substance misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,13cF.00,Severe,"","","",2,read
25670,Stimulant dependence,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E244.12,Severe,"","","",2,read
52931,[X]Overdose - nitrazepam,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,U202.15,Severe,"","","",2,read
36942,Drug-induced systemic lupus erythematosus,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,N000200,Severe,"","","",2,read
55567,Accidental poisoning by methadone,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,T801.00,Severe,"","","",2,read
88782,H/O weekly amphetamine misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,1T41.00,Severe,"","","",2,read
47382,[X] Adverse reaction to other opiates and related narcotics,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,U605013,Severe,"","","",2,read
31862,Librium dependence,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E241.15,Severe,"","","",2,read
44991,Cannabis dependence in remission,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E243300,Severe,"","","",2,read
25352,Cocaine abuse assessment profile,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,ZR3Z.00,Severe,"","","",2,read
41473,"Drug dependence in pregnancy, childbirth and the puerperium",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,L183.00,Severe,"","","",2,read
47739,[X]Mental and behav dis due to use of cocaine: harmful use,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu14100,Severe,"","","",2,read
52765,Cocaine dependence in remission,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E242300,Severe,"","","",2,read
28767,Other drug psychoses NOS,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E02yz00,Severe,"","","",2,read
60559,[X]Overdose - SSRI,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,U204.13,Severe,"","","",2,read
106802,Drug misuse clinic administration,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,9s...00,Severe,"","","",2,read
42649,Substance misuse management stopped - self withdrawal,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,8BAc.00,Severe,"","","",2,read
42456,[X]Mental & behav dis due to use opioids: acute intoxication,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu11000,Severe,"","","",2,read
60676,[X]Mental/behav dis multi drg use/psychoac subs: acute intox,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu19000,Severe,"","","",2,read
97000,Drug injection behaviour,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,1V3..00,Severe,"","","",2,read
92404,H/O daily methadone misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,1T10.00,Severe,"","","",2,read
66824,Opiate or narcotic poisoning NOS,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,SL50z00,Severe,"","","",2,read
49565,[X]Mental & behav dis due to use cocaine: psychotic disorder,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu14500,Severe,"","","",2,read
108251,Opioid substitution therapy monitoring,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,66c4.00,Severe,"","","",2,read
53387,H/O: neonatal abstinence syndrome,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,14I6.00,Severe,"","","",2,read
51987,Lysergide (LSD) poisoning,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,SL96100,Severe,"","","",2,read
47271,MAP - Maudsley addiction profile,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,ZRVn.11,Severe,"","","",2,read
37770,Accidental poisoning by cannabis derivatives,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,T841000,Severe,"","","",2,read
46800,Amphetamine or psychostimulant dependence in remission,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E244300,Severe,"","","",2,read
24998,"Other specified drug dependence, continuous",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E247100,Severe,"","","",2,read
37389,[X]Mental & behav dis due cannabinoids: acute intoxication,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu12000,Severe,"","","",2,read
33493,[X]Mental and behav dis oth stim inc caffein: dependnce synd,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu15200,Severe,"","","",2,read
37568,[X]Mental and behav dis due to use of opioids: harmful use,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu11100,Severe,"","","",2,read
59676,"Other specified drug dependence, unspecified",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E247000,Severe,"","","",2,read
41476,Psychostimulant dependence,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E244.11,Severe,"","","",2,read
65681,[X]Mental and behav dis due cannabinoids: withdrawal state,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu12300,Severe,"","","",2,read
49566,[X]Mental & behav dis due to use cocaine: acute intoxication,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu14000,Severe,"","","",2,read
61342,[X]Mental and behav dis due seds/hypntcs: withdrawal state,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu13300,Severe,"","","",2,read
59009,[X]Mental and behav dis due volatile solvents: harmful use,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu18100,Severe,"","","",2,read
40073,Accidental poisoning by morphine,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,T802200,Severe,"","","",2,read
56194,"Combined opioid with other drug dependence, unspecified",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E248000,Severe,"","","",2,read
73737,Combined opioid with other drug dependence NOS,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E248z00,Severe,"","","",2,read
111914,Substance abuse counselling,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,677W.00,Severe,"","","",2,read
49910,Accidental poisoning by cocaine,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,T852000,Severe,"","","",2,read
98914,Drug addict,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,1V0C.00,Severe,"","","",2,read
95396,H/O daily solvent misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,1T90.00,Severe,"","","",2,read
100632,Methadone therapy,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Z1Q6212,Severe,"","","",2,read
40852,Adverse reaction to cocaine,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,TJ85000,Severe,"","","",2,read
50265,[X]Mental and behavioural disorders due to use hallucinogens,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu16.00,Severe,"","","",2,read
91801,[X]Ment & behav dis due use opioids: unsp ment & behav dis,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu11z00,Severe,"","","",2,read
44742,[X]Mnt/beh dis due oth stim inc caffein: acute intoxication,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu15000,Severe,"","","",2,read
64277,"Combined opioid with other drug dependence, episodic",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E248200,Severe,"","","",2,read
61311,Narcotic poisoning,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,SL50.11,Severe,"","","",2,read
51334,[X]Accidental poisoning with heroin,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,U1A5.11,Severe,"","","",2,read
68788,[X]Intent self poison narcotic drug unspecif place,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,U205z00,Severe,"","","",2,read
54983,[X]Mental & behav dis due to hallucinogens: psychotic disord,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu16500,Severe,"","","",2,read
51290,[X]Mental and behav dis mlti/oth psychoa sbs: withdrwl state,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu19300,Severe,"","","",2,read
51668,"Adverse reaction to lysergide, LSD",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,TJ96100,Severe,"","","",2,read
51769,Compulsive uncontrollable drug taking,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,1P30.00,Severe,"","","",2,read
98528,Long-term drug misuser,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,1V01.00,Severe,"","","",2,read
86034,[X]Mental behav disorders due use crack cocaine: harmful use,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu1A100,Severe,"","","",2,read
93109,H/O weekly methadone misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,1T11.00,Severe,"","","",2,read
104223,Maternal drug misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,63C6.11,Severe,"","","",2,read
93979,Opioid antagonist therapy,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,8B2T.00,Severe,"","","",2,read
64987,[X]Ment/behav dis due use cannabinoids: unsp ment/behav disd,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu12z00,Severe,"","","",2,read
66187,[X]Mental & behav dis due hallucinogens: acute intoxicatn,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu16000,Severe,"","","",2,read
64210,[X]Mental & behav dis due seds/hypntcs: acute intoxication,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu13000,Severe,"","","",2,read
55859,"Accidental poisoning by lysergide, LSD",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,T841100,Severe,"","","",2,read
67098,Drug dependence during pregnancy - baby not yet delivered,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,L183300,Severe,"","","",2,read
69542,Substance use disorder diagnostic schedule,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,ZRl..00,Severe,"","","",2,read
34874,[D]Finding of cocaine in blood,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,R10B000,Severe,"","","",2,read
48950,[X]Accident poisoning/exposure to narcotic drug,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,U1A5.00,Severe,"","","",2,read
60372,Drug addict re-notif to CMO,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,9G23.00,Severe,"","","",2,read
70961,[X]Ment/beh dis multi drug use/oth psy sbs unsp mnt/beh dis,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu19z00,Severe,"","","",2,read
67535,[X]Mental and behav dis due to use cocaine: withdrawal state,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu14300,Severe,"","","",2,read
35196,[X]Post hallucinogen perception disorder,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu16711,Severe,"","","",2,read
