Code_ready_CPRDGOLD_HES_ONS,Coding_term,ACE_indicator_code,ACE_indicator_specific,ACE_indicator_1,ACE_indicator_2,ACE_domain,code_original,Severity,cut_off,scale,Reference_std,individual,system
X720,Intentional self-harm by handgun discharge,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X720,"","","","",2,ICD-10
X721,Intentional self-harm by handgun discharge,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X721,"","","","",2,ICD-10
X722,Intentional self-harm by handgun discharge,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X722,"","","","",2,ICD-10
X723,Intentional self-harm by handgun discharge,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X723,"","","","",2,ICD-10
X724,Intentional self-harm by handgun discharge,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X724,"","","","",2,ICD-10
X725,Intentional self-harm by handgun discharge,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X725,"","","","",2,ICD-10
X726,Intentional self-harm by handgun discharge,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X726,"","","","",2,ICD-10
X727,Intentional self-harm by handgun discharge,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X727,"","","","",2,ICD-10
X728,Intentional self-harm by handgun discharge,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X728,"","","","",2,ICD-10
X729,Intentional self-harm by handgun discharge,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X729,"","","","",2,ICD-10
X70,"Intentional self-harm by hanging, strangulation and suffocation",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X70,"","","","",2,ICD-10
X700,"Intentional self-harm by hanging, strangulation and suffocation",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X700,"","","","",2,ICD-10
X701,"Intentional self-harm by hanging, strangulation and suffocation",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X701,"","","","",2,ICD-10
X702,"Intentional self-harm by hanging, strangulation and suffocation",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X702,"","","","",2,ICD-10
X703,"Intentional self-harm by hanging, strangulation and suffocation",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X703,"","","","",2,ICD-10
X704,"Intentional self-harm by hanging, strangulation and suffocation",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X704,"","","","",2,ICD-10
X705,"Intentional self-harm by hanging, strangulation and suffocation",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X705,"","","","",2,ICD-10
X706,"Intentional self-harm by hanging, strangulation and suffocation",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X706,"","","","",2,ICD-10
X707,"Intentional self-harm by hanging, strangulation and suffocation",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X707,"","","","",2,ICD-10
X708,"Intentional self-harm by hanging, strangulation and suffocation",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X708,"","","","",2,ICD-10
X709,"Intentional self-harm by hanging, strangulation and suffocation",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X709,"","","","",2,ICD-10
X80,Intentional self-harm by jumping from a high place,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X80,"","","","",2,ICD-10
X800,Intentional self-harm by jumping from a high place,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X800,"","","","",2,ICD-10
X801,Intentional self-harm by jumping from a high place,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X801,"","","","",2,ICD-10
X802,Intentional self-harm by jumping from a high place,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X802,"","","","",2,ICD-10
X803,Intentional self-harm by jumping from a high place,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X803,"","","","",2,ICD-10
X804,Intentional self-harm by jumping from a high place,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X804,"","","","",2,ICD-10
X805,Intentional self-harm by jumping from a high place,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X805,"","","","",2,ICD-10
X806,Intentional self-harm by jumping from a high place,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X806,"","","","",2,ICD-10
X807,Intentional self-harm by jumping from a high place,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X807,"","","","",2,ICD-10
X808,Intentional self-harm by jumping from a high place,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X808,"","","","",2,ICD-10
X809,Intentional self-harm by jumping from a high place,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X809,"","","","",2,ICD-10
X81,Intentional self-harm by jumping or lying before moving object,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X81,"","","","",2,ICD-10
X810,Intentional self-harm by jumping or lying before moving object,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X810,"","","","",2,ICD-10
X811,Intentional self-harm by jumping or lying before moving object,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X811,"","","","",2,ICD-10
X812,Intentional self-harm by jumping or lying before moving object,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X812,"","","","",2,ICD-10
X813,Intentional self-harm by jumping or lying before moving object,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X813,"","","","",2,ICD-10
X814,Intentional self-harm by jumping or lying before moving object,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X814,"","","","",2,ICD-10
X815,Intentional self-harm by jumping or lying before moving object,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X815,"","","","",2,ICD-10
X816,Intentional self-harm by jumping or lying before moving object,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X816,"","","","",2,ICD-10
X817,Intentional self-harm by jumping or lying before moving object,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X817,"","","","",2,ICD-10
X818,Intentional self-harm by jumping or lying before moving object,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X818,"","","","",2,ICD-10
X819,Intentional self-harm by jumping or lying before moving object,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X819,"","","","",2,ICD-10
X74,Intentional self-harm by other and unspecified firearm discharge,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X74,"","","","",2,ICD-10
X740,Intentional self-harm by other and unspecified firearm discharge,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X740,"","","","",2,ICD-10
X741,Intentional self-harm by other and unspecified firearm discharge,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X741,"","","","",2,ICD-10
X742,Intentional self-harm by other and unspecified firearm discharge,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X742,"","","","",2,ICD-10
X743,Intentional self-harm by other and unspecified firearm discharge,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X743,"","","","",2,ICD-10
X744,Intentional self-harm by other and unspecified firearm discharge,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X744,"","","","",2,ICD-10
X745,Intentional self-harm by other and unspecified firearm discharge,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X745,"","","","",2,ICD-10
X746,Intentional self-harm by other and unspecified firearm discharge,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X746,"","","","",2,ICD-10
X747,Intentional self-harm by other and unspecified firearm discharge,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X747,"","","","",2,ICD-10
X748,Intentional self-harm by other and unspecified firearm discharge,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X748,"","","","",2,ICD-10
X749,Intentional self-harm by other and unspecified firearm discharge,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X749,"","","","",2,ICD-10
X83,Intentional self-harm by other specified means,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X83,"","","","",2,ICD-10
X830,Intentional self-harm by other specified means,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X830,"","","","",2,ICD-10
X831,Intentional self-harm by other specified means,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X831,"","","","",2,ICD-10
X832,Intentional self-harm by other specified means,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X832,"","","","",2,ICD-10
X833,Intentional self-harm by other specified means,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X833,"","","","",2,ICD-10
X834,Intentional self-harm by other specified means,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X834,"","","","",2,ICD-10
X835,Intentional self-harm by other specified means,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X835,"","","","",2,ICD-10
X836,Intentional self-harm by other specified means,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X836,"","","","",2,ICD-10
X837,Intentional self-harm by other specified means,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X837,"","","","",2,ICD-10
X838,Intentional self-harm by other specified means,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X838,"","","","",2,ICD-10
X839,Intentional self-harm by other specified means,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X839,"","","","",2,ICD-10
X73,"Intentional self-harm by rifle, shotgun and larger firearm discharge",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X73,"","","","",2,ICD-10
X730,"Intentional self-harm by rifle, shotgun and larger firearm discharge",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X730,"","","","",2,ICD-10
X731,"Intentional self-harm by rifle, shotgun and larger firearm discharge",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X731,"","","","",2,ICD-10
X732,"Intentional self-harm by rifle, shotgun and larger firearm discharge",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X732,"","","","",2,ICD-10
X733,"Intentional self-harm by rifle, shotgun and larger firearm discharge",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X733,"","","","",2,ICD-10
X734,"Intentional self-harm by rifle, shotgun and larger firearm discharge",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X734,"","","","",2,ICD-10
X735,"Intentional self-harm by rifle, shotgun and larger firearm discharge",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X735,"","","","",2,ICD-10
X736,"Intentional self-harm by rifle, shotgun and larger firearm discharge",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X736,"","","","",2,ICD-10
X737,"Intentional self-harm by rifle, shotgun and larger firearm discharge",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X737,"","","","",2,ICD-10
X738,"Intentional self-harm by rifle, shotgun and larger firearm discharge",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X738,"","","","",2,ICD-10
X739,"Intentional self-harm by rifle, shotgun and larger firearm discharge",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X739,"","","","",2,ICD-10
X78,Intentional self-harm by sharp object,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X78,"","","","",2,ICD-10
X780,Intentional self-harm by sharp object,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X780,"","","","",2,ICD-10
X781,Intentional self-harm by sharp object,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X781,"","","","",2,ICD-10
X782,Intentional self-harm by sharp object,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X782,"","","","",2,ICD-10
X783,Intentional self-harm by sharp object,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X783,"","","","",2,ICD-10
X784,Intentional self-harm by sharp object,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X784,"","","","",2,ICD-10
X785,Intentional self-harm by sharp object,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X785,"","","","",2,ICD-10
X786,Intentional self-harm by sharp object,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X786,"","","","",2,ICD-10
